Frequency in Hz,Power in dBm
600000000.0,-76.06
601353637.9,-76.21
602707275.8,-76.88
604060913.7,-76.52
605414551.6,-77.07
606768189.5,-74.82
608121827.4,-74.65
609475465.3,-75.05
610829103.2,-74.85
612182741.1,-75.25
613536379.0,-74.99
614890016.9,-75.42
616243654.8,-75.88
617597292.7,-75.83
618950930.6,-75.53
620304568.5,-76.01
621658206.4,-74.56
623011844.3,-75.04
624365482.2,-71.61
625719120.1,-73.69
627072758.0,-73.94
628426395.9,-73.95
629780033.8,-75.98
631133671.7,-74.82
632487309.6,-74.06
633840947.5,-76.28
635194585.4,-74.83
636548223.4,-75.73
637901861.3,-75.01
639255499.2,-75.86
640609137.1,-76.40
641962775.0,-75.37
643316412.9,-75.69
644670050.8,-73.32
646023688.7,-69.83
647377326.6,-65.70
648730964.5,-65.53
650084602.4,-64.63
651438240.3,-63.66
652791878.2,-67.31
654145516.1,-74.50
655499154.0,-75.79
656852791.9,-75.30
658206429.8,-76.27
659560067.7,-73.85
660913705.6,-73.56
662267343.5,-77.25
663620981.4,-76.35
664974619.3,-74.86
666328257.2,-76.90
667681895.1,-76.15
669035533.0,-76.58
670389170.9,-76.44
671742808.8,-76.04
673096446.7,-76.52
674450084.6,-75.71
675803722.5,-76.17
677157360.4,-75.54
678510998.3,-74.59
679864636.2,-76.66
681218274.1,-76.67
682571912.0,-75.17
683925549.9,-75.57
685279187.8,-76.14
686632825.7,-74.91
687986463.6,-75.65
689340101.5,-75.55
690693739.4,-74.94
692047377.3,-74.78
693401015.2,-76.19
694754653.1,-75.31
696108291.0,-74.61
697461928.9,-75.08
698815566.8,-75.56
700169204.7,-74.99
701522842.6,-75.62
702876480.5,-75.77
704230118.4,-75.44
705583756.3,-74.00
706937394.2,-75.72
708291032.1,-76.40
709644670.1,-75.89
710998308.0,-75.88
712351945.9,-76.19
713705583.8,-73.83
715059221.7,-75.45
716412859.6,-75.53
717766497.5,-76.18
719120135.4,-75.14
720473773.3,-75.55
721827411.2,-75.23
723181049.1,-75.46
724534687.0,-75.56
725888324.9,-75.48
727241962.8,-74.83
728595600.7,-74.29
729949238.6,-75.98
731302876.5,-75.64
732656514.4,-75.35
734010152.3,-75.42
735363790.2,-73.37
736717428.1,-74.77
738071066.0,-75.52
739424703.9,-75.08
740778341.8,-74.57
742131979.7,-73.72
743485617.6,-75.30
744839255.5,-75.70
746192893.4,-76.17
747546531.3,-75.32
748900169.2,-74.66
750253807.1,-74.47
751607445.0,-74.69
752961082.9,-74.82
754314720.8,-75.44
755668358.7,-75.45
757021996.6,-74.91
758375634.5,-74.16
759729272.4,-74.74
761082910.3,-74.51
762436548.2,-75.66
763790186.1,-73.83
765143824.0,-75.10
766497461.9,-73.83
767851099.8,-70.22
769204737.7,-66.50
770558375.6,-70.56
771912013.5,-66.27
773265651.4,-64.69
774619289.3,-67.64
775972927.2,-68.09
777326565.1,-54.12
778680203.0,-48.12
780033840.9,-49.73
781387478.8,-49.50
782741116.8,-46.17
784094754.7,-43.60
785448392.6,-45.35
786802030.5,-44.98
788155668.4,-53.77
789509306.3,-63.06
790862944.2,-56.40
792216582.1,-52.44
793570220.0,-53.11
794923857.9,-53.38
796277495.8,-52.95
797631133.7,-49.75
798984771.6,-49.21
800338409.5,-52.46
801692047.4,-47.93
803045685.3,-48.20
804399323.2,-49.54
805752961.1,-49.81
807106599.0,-51.89
808460236.9,-52.17
809813874.8,-54.05
811167512.7,-49.91
812521150.6,-47.18
813874788.5,-47.80
815228426.4,-47.76
816582064.3,-48.83
817935702.2,-49.36
819289340.1,-51.38
820642978.0,-58.20
821996615.9,-65.60
823350253.8,-74.23
824703891.7,-74.20
826057529.6,-75.97
827411167.5,-74.27
828764805.4,-73.83
830118443.3,-73.52
831472081.2,-75.70
832825719.1,-74.62
834179357.0,-74.90
835532994.9,-75.44
836886632.8,-76.07
838240270.7,-74.01
839593908.6,-74.98
840947546.5,-71.42
842301184.4,-44.79
843654822.3,-42.98
845008460.2,-52.40
846362098.1,-60.26
847715736.0,-75.15
849069373.9,-74.77
850423011.8,-73.92
851776649.7,-74.20
853130287.6,-73.71
854483925.5,-74.22
855837563.5,-74.16
857191201.4,-74.32
858544839.3,-73.30
859898477.2,-71.49
861252115.1,-74.34
862605753.0,-74.14
863959390.9,-75.30
865313028.8,-73.28
866666666.7,-73.39
868020304.6,-73.64
869373942.5,-75.01
870727580.4,-75.37
872081218.3,-75.50
873434856.2,-75.43
874788494.1,-75.41
876142132.0,-76.25
877495769.9,-73.81
878849407.8,-75.42
880203045.7,-75.16
881556683.6,-75.33
882910321.5,-75.33
884263959.4,-74.77
885617597.3,-75.09
886971235.2,-75.10
888324873.1,-75.05
889678511.0,-74.07
891032148.9,-74.77
892385786.8,-76.27
893739424.7,-74.89
895093062.6,-74.42
896446700.5,-74.74
897800338.4,-75.67
899153976.3,-74.45
900507614.2,-75.37
901861252.1,-74.56
903214890.0,-51.43
904568527.9,-23.90
905922165.8,-15.61
907275803.7,-16.95
908629441.6,-27.63
909983079.5,-37.29
911336717.4,-66.55
912690355.3,-75.32
914043993.2,-74.81
915397631.1,-74.44
916751269.0,-74.56
918104906.9,-74.95
919458544.8,-76.00
920812182.7,-75.72
922165820.6,-71.64
923519458.5,-68.31
924873096.4,-53.83
926226734.3,-50.12
927580372.3,-51.29
928934010.2,-49.45
930287648.1,-48.37
931641286.0,-49.85
932994923.9,-49.58
934348561.8,-47.46
935702199.7,-47.26
937055837.6,-48.27
938409475.5,-46.45
939763113.4,-51.05
941116751.3,-57.97
942470389.2,-54.65
943824027.1,-50.06
945177665.0,-48.65
946531302.9,-54.22
947884940.8,-50.35
949238578.7,-52.07
950592216.6,-59.15
951945854.5,-59.23
953299492.4,-63.67
954653130.3,-69.06
956006768.2,-64.58
957360406.1,-67.67
958714044.0,-65.45
960067681.9,-67.14
961421319.8,-75.20
962774957.7,-76.04
964128595.6,-76.35
965482233.5,-75.90
966835871.4,-75.19
968189509.3,-76.59
969543147.2,-76.41
970896785.1,-75.80
972250423.0,-75.18
973604060.9,-75.97
974957698.8,-75.73
976311336.7,-76.87
977664974.6,-76.01
979018612.5,-77.06
980372250.4,-77.53
981725888.3,-76.28
983079526.2,-76.15
984433164.1,-75.65
985786802.0,-77.03
987140439.9,-76.96
988494077.8,-76.48
989847715.7,-76.49
991201353.6,-76.82
992554991.5,-75.54
993908629.4,-77.35
995262267.3,-76.01
996615905.2,-76.83
997969543.1,-76.06
999323181.0,-76.39
1000676819.0,-77.06
1002030456.9,-75.77
1003384094.8,-76.50
1004737732.7,-77.55
1006091370.6,-76.19
1007445008.5,-76.63
1008798646.4,-76.66
1010152284.3,-76.29
1011505922.2,-78.09
1012859560.1,-77.06
1014213198.0,-77.53
1015566835.9,-77.59
1016920473.8,-78.39
1018274111.7,-76.96
1019627749.6,-77.05
1020981387.5,-77.19
1022335025.4,-77.40
1023688663.3,-77.66
1025042301.2,-77.88
1026395939.1,-77.10
1027749577.0,-76.86
1029103214.9,-77.50
1030456852.8,-77.14
1031810490.7,-77.00
1033164128.6,-75.85
1034517766.5,-76.85
1035871404.4,-78.16
1037225042.3,-78.17
1038578680.2,-77.88
1039932318.1,-77.77
1041285956.0,-77.75
1042639593.9,-77.92
1043993231.8,-78.02
1045346869.7,-78.14
1046700507.6,-78.23
1048054145.5,-77.07
1049407783.4,-77.38
1050761421.3,-77.14
1052115059.2,-77.57
1053468697.1,-77.46
1054822335.0,-77.29
1056175972.9,-78.37
1057529610.8,-76.52
1058883248.7,-77.71
1060236886.6,-78.74
1061590524.5,-77.27
1062944162.4,-78.06
1064297800.3,-78.04
1065651438.2,-77.38
1067005076.1,-78.09
1068358714.0,-78.23
1069712351.9,-77.66
1071065989.8,-77.72
1072419627.7,-78.12
1073773265.7,-77.73
1075126903.6,-78.60
1076480541.5,-77.68
1077834179.4,-77.79
1079187817.3,-77.30
1080541455.2,-78.13
1081895093.1,-76.52
1083248731.0,-78.23
1084602368.9,-77.62
1085956006.8,-76.22
1087309644.7,-76.33
1088663282.6,-76.03
1090016920.5,-77.34
1091370558.4,-77.06
1092724196.3,-77.71
1094077834.2,-77.15
1095431472.1,-78.31
1096785110.0,-76.44
1098138747.9,-77.43
1099492385.8,-77.27
1100846023.7,-77.79
1102199661.6,-77.28
1103553299.5,-78.41
1104906937.4,-78.25
1106260575.3,-77.08
1107614213.2,-77.93
1108967851.1,-77.50
1110321489.0,-78.42
1111675126.9,-78.01
1113028764.8,-77.24
1114382402.7,-77.06
1115736040.6,-78.44
1117089678.5,-78.38
1118443316.4,-76.89
1119796954.3,-76.74
1121150592.2,-76.54
1122504230.1,-77.03
1123857868.0,-78.45
1125211505.9,-77.97
1126565143.8,-77.03
1127918781.7,-78.88
1129272419.6,-77.15
1130626057.5,-77.54
1131979695.4,-78.08
1133333333.3,-77.99
1134686971.2,-77.79
1136040609.1,-77.87
1137394247.0,-78.10
1138747884.9,-76.64
1140101522.8,-77.33
1141455160.7,-77.71
1142808798.6,-76.86
1144162436.5,-77.42
1145516074.5,-78.22
1146869712.4,-77.57
1148223350.3,-77.33
1149576988.2,-78.57
1150930626.1,-77.88
1152284264.0,-78.68
1153637901.9,-76.71
1154991539.8,-77.47
1156345177.7,-75.79
1157698815.6,-78.01
1159052453.5,-77.27
1160406091.4,-78.82
1161759729.3,-78.48
1163113367.2,-78.11
1164467005.1,-77.40
1165820643.0,-78.47
1167174280.9,-78.19
1168527918.8,-78.22
1169881556.7,-78.40
1171235194.6,-77.92
1172588832.5,-77.38
1173942470.4,-75.81
1175296108.3,-77.89
1176649746.2,-77.91
1178003384.1,-78.78
1179357022.0,-78.29
1180710659.9,-78.50
1182064297.8,-79.07
1183417935.7,-77.94
1184771573.6,-78.32
1186125211.5,-77.60
1187478849.4,-77.43
1188832487.3,-77.51
1190186125.2,-77.83
1191539763.1,-76.04
1192893401.0,-77.45
1194247038.9,-78.92
1195600676.8,-77.89
1196954314.7,-78.49
1198307952.6,-78.14
1199661590.5,-78.26
1201015228.4,-77.54
1202368866.3,-78.65
1203722504.2,-76.47
1205076142.1,-77.73
1206429780.0,-74.63
