Frequency in Hz,Power in dBm
600000000.0,-77.23
601353637.9,-75.62
602707275.8,-76.23
604060913.7,-76.09
605414551.6,-75.41
606768189.5,-74.95
608121827.4,-74.05
609475465.3,-73.78
610829103.2,-74.14
612182741.1,-74.41
613536379.0,-74.46
614890016.9,-75.74
616243654.8,-77.03
617597292.7,-74.74
618950930.6,-75.36
620304568.5,-74.41
621658206.4,-75.19
623011844.3,-74.88
624365482.2,-73.44
625719120.1,-75.21
627072758.0,-74.87
628426395.9,-75.41
629780033.8,-74.42
631133671.7,-75.53
632487309.6,-75.85
633840947.5,-74.55
635194585.4,-75.67
636548223.4,-75.64
637901861.3,-75.77
639255499.2,-76.39
640609137.1,-75.05
641962775.0,-75.85
643316412.9,-74.74
644670050.8,-72.69
646023688.7,-66.82
647377326.6,-62.44
648730964.5,-60.57
650084602.4,-60.74
651438240.3,-61.60
652791878.2,-62.85
654145516.1,-70.67
655499154.0,-74.54
656852791.9,-75.80
658206429.8,-75.67
659560067.7,-75.24
660913705.6,-74.58
662267343.5,-75.08
663620981.4,-75.87
664974619.3,-76.31
666328257.2,-74.92
667681895.1,-76.03
669035533.0,-76.04
670389170.9,-76.40
671742808.8,-75.22
673096446.7,-75.25
674450084.6,-75.90
675803722.5,-75.84
677157360.4,-75.81
678510998.3,-74.92
679864636.2,-75.77
681218274.1,-75.78
682571912.0,-76.22
683925549.9,-75.79
685279187.8,-76.34
686632825.7,-76.38
687986463.6,-75.83
689340101.5,-76.33
690693739.4,-75.19
692047377.3,-75.03
693401015.2,-75.36
694754653.1,-75.20
696108291.0,-74.99
697461928.9,-75.43
698815566.8,-74.48
700169204.7,-75.42
701522842.6,-76.13
702876480.5,-73.94
704230118.4,-74.65
705583756.3,-76.04
706937394.2,-74.61
708291032.1,-75.44
709644670.1,-75.09
710998308.0,-75.27
712351945.9,-74.64
713705583.8,-75.72
715059221.7,-75.26
716412859.6,-74.93
717766497.5,-75.68
719120135.4,-74.76
720473773.3,-75.90
721827411.2,-74.37
723181049.1,-74.06
724534687.0,-74.83
725888324.9,-75.94
727241962.8,-75.48
728595600.7,-74.82
729949238.6,-74.76
731302876.5,-75.25
732656514.4,-75.54
734010152.3,-76.36
735363790.2,-74.52
736717428.1,-74.43
738071066.0,-75.82
739424703.9,-74.45
740778341.8,-74.67
742131979.7,-74.60
743485617.6,-72.90
744839255.5,-74.87
746192893.4,-75.53
747546531.3,-75.60
748900169.2,-74.95
750253807.1,-75.47
751607445.0,-73.60
752961082.9,-75.24
754314720.8,-74.96
755668358.7,-73.37
757021996.6,-75.04
758375634.5,-75.73
759729272.4,-75.12
761082910.3,-74.17
762436548.2,-75.26
763790186.1,-75.58
765143824.0,-74.84
766497461.9,-73.54
767851099.8,-65.42
769204737.7,-64.08
770558375.6,-65.22
771912013.5,-64.79
773265651.4,-64.87
774619289.3,-63.83
775972927.2,-62.52
777326565.1,-49.95
778680203.0,-48.33
780033840.9,-47.01
781387478.8,-48.38
782741116.8,-50.05
784094754.7,-48.59
785448392.6,-48.68
786802030.5,-48.38
788155668.4,-56.77
789509306.3,-68.86
790862944.2,-53.67
792216582.1,-54.11
793570220.0,-53.31
794923857.9,-50.81
796277495.8,-51.16
797631133.7,-50.39
798984771.6,-49.83
800338409.5,-52.08
801692047.4,-53.35
803045685.3,-55.48
804399323.2,-55.59
805752961.1,-53.39
807106599.0,-55.57
808460236.9,-58.16
809813874.8,-55.40
811167512.7,-45.85
812521150.6,-44.53
813874788.5,-44.41
815228426.4,-47.25
816582064.3,-48.89
817935702.2,-48.20
819289340.1,-49.58
820642978.0,-52.50
821996615.9,-65.99
823350253.8,-74.00
824703891.7,-74.89
826057529.6,-75.07
827411167.5,-73.25
828764805.4,-75.13
830118443.3,-75.40
831472081.2,-75.20
832825719.1,-74.81
834179357.0,-74.38
835532994.9,-74.70
836886632.8,-74.30
838240270.7,-74.22
839593908.6,-75.29
840947546.5,-75.46
842301184.4,-74.50
843654822.3,-75.26
845008460.2,-74.73
846362098.1,-75.32
847715736.0,-74.12
849069373.9,-73.55
850423011.8,-74.63
851776649.7,-74.20
853130287.6,-72.00
854483925.5,-74.10
855837563.5,-75.57
857191201.4,-70.57
858544839.3,-73.78
859898477.2,-76.22
861252115.1,-75.29
862605753.0,-74.88
863959390.9,-74.66
865313028.8,-72.56
866666666.7,-70.94
868020304.6,-74.03
869373942.5,-74.75
870727580.4,-75.55
872081218.3,-75.97
873434856.2,-75.41
874788494.1,-74.18
876142132.0,-75.47
877495769.9,-73.93
878849407.8,-75.36
880203045.7,-75.36
881556683.6,-74.54
882910321.5,-74.35
884263959.4,-75.40
885617597.3,-74.00
886971235.2,-75.67
888324873.1,-76.28
889678511.0,-74.80
891032148.9,-74.76
892385786.8,-76.16
893739424.7,-75.73
895093062.6,-75.16
896446700.5,-75.55
897800338.4,-75.75
899153976.3,-74.86
900507614.2,-75.29
901861252.1,-74.94
903214890.0,-49.83
904568527.9,-20.04
905922165.8,-14.11
907275803.7,-15.52
908629441.6,-26.30
909983079.5,-35.36
911336717.4,-62.22
912690355.3,-75.51
914043993.2,-75.02
915397631.1,-75.65
916751269.0,-74.94
918104906.9,-75.42
919458544.8,-74.75
920812182.7,-75.95
922165820.6,-72.88
923519458.5,-68.87
924873096.4,-55.21
926226734.3,-50.59
927580372.3,-50.66
928934010.2,-51.19
930287648.1,-50.46
931641286.0,-49.20
932994923.9,-50.45
934348561.8,-49.28
935702199.7,-45.10
937055837.6,-45.80
938409475.5,-47.09
939763113.4,-48.56
941116751.3,-49.78
942470389.2,-54.66
943824027.1,-51.59
945177665.0,-50.32
946531302.9,-53.15
947884940.8,-48.82
949238578.7,-50.16
950592216.6,-57.76
951945854.5,-60.44
953299492.4,-64.72
954653130.3,-70.45
956006768.2,-67.49
957360406.1,-68.09
958714044.0,-65.68
960067681.9,-66.47
961421319.8,-74.18
962774957.7,-75.81
964128595.6,-76.50
965482233.5,-76.14
966835871.4,-75.68
968189509.3,-76.50
969543147.2,-76.16
970896785.1,-75.52
972250423.0,-76.23
973604060.9,-75.41
974957698.8,-75.90
976311336.7,-75.89
977664974.6,-76.47
979018612.5,-76.01
980372250.4,-76.10
981725888.3,-76.92
983079526.2,-75.76
984433164.1,-76.11
985786802.0,-77.77
987140439.9,-75.14
988494077.8,-75.76
989847715.7,-75.33
991201353.6,-75.96
992554991.5,-75.48
993908629.4,-77.51
995262267.3,-76.43
996615905.2,-76.37
997969543.1,-75.52
999323181.0,-77.07
1000676819.0,-77.33
1002030456.9,-76.44
1003384094.8,-77.64
1004737732.7,-76.43
1006091370.6,-77.78
1007445008.5,-77.54
1008798646.4,-78.07
