Frequency in Hz,Power in dBm
600000000.0,-76.42
601353637.9,-76.48
602707275.8,-76.01
604060913.7,-76.49
605414551.6,-75.52
606768189.5,-74.84
608121827.4,-74.81
609475465.3,-74.08
610829103.2,-74.37
612182741.1,-74.30
613536379.0,-73.34
614890016.9,-73.21
616243654.8,-76.76
617597292.7,-76.77
618950930.6,-76.00
620304568.5,-73.09
621658206.4,-75.40
623011844.3,-74.99
624365482.2,-73.75
625719120.1,-74.21
627072758.0,-75.36
628426395.9,-73.09
629780033.8,-73.84
631133671.7,-75.39
632487309.6,-75.34
633840947.5,-75.27
635194585.4,-76.64
636548223.4,-75.95
637901861.3,-75.28
639255499.2,-76.13
640609137.1,-74.41
641962775.0,-75.49
643316412.9,-76.62
644670050.8,-73.41
646023688.7,-65.31
647377326.6,-60.37
648730964.5,-61.70
650084602.4,-62.06
651438240.3,-59.78
652791878.2,-63.77
654145516.1,-69.40
655499154.0,-74.92
656852791.9,-75.99
658206429.8,-74.97
659560067.7,-74.75
660913705.6,-75.10
662267343.5,-75.25
663620981.4,-76.01
664974619.3,-75.35
666328257.2,-76.67
667681895.1,-75.47
669035533.0,-76.58
670389170.9,-75.85
671742808.8,-75.04
673096446.7,-75.48
674450084.6,-75.65
675803722.5,-75.30
677157360.4,-76.12
678510998.3,-76.20
679864636.2,-75.14
681218274.1,-75.80
682571912.0,-76.25
683925549.9,-74.35
685279187.8,-75.22
686632825.7,-75.81
687986463.6,-76.12
689340101.5,-75.79
690693739.4,-75.63
692047377.3,-75.41
693401015.2,-76.41
694754653.1,-75.43
696108291.0,-76.08
697461928.9,-75.87
698815566.8,-75.83
700169204.7,-74.58
701522842.6,-75.52
702876480.5,-74.54
704230118.4,-73.57
705583756.3,-75.74
706937394.2,-75.53
708291032.1,-76.45
709644670.1,-75.35
710998308.0,-75.88
712351945.9,-74.87
713705583.8,-74.86
715059221.7,-75.25
716412859.6,-75.32
717766497.5,-75.32
719120135.4,-75.26
720473773.3,-74.03
721827411.2,-74.88
723181049.1,-73.86
724534687.0,-74.15
725888324.9,-75.13
727241962.8,-74.39
728595600.7,-73.65
729949238.6,-74.27
731302876.5,-73.88
732656514.4,-74.86
734010152.3,-75.66
735363790.2,-74.07
736717428.1,-74.56
738071066.0,-76.20
739424703.9,-75.78
740778341.8,-74.37
742131979.7,-74.27
743485617.6,-75.32
744839255.5,-75.65
746192893.4,-75.21
747546531.3,-75.11
748900169.2,-74.97
750253807.1,-74.60
751607445.0,-74.87
752961082.9,-74.86
754314720.8,-74.74
755668358.7,-75.85
757021996.6,-75.11
758375634.5,-74.91
759729272.4,-75.22
761082910.3,-74.33
762436548.2,-74.66
763790186.1,-73.95
765143824.0,-74.54
766497461.9,-73.71
767851099.8,-70.58
769204737.7,-68.70
770558375.6,-70.40
771912013.5,-66.71
773265651.4,-66.64
774619289.3,-61.89
775972927.2,-62.99
777326565.1,-50.48
778680203.0,-46.96
780033840.9,-47.01
781387478.8,-45.75
782741116.8,-48.27
784094754.7,-45.11
785448392.6,-45.58
786802030.5,-47.91
788155668.4,-53.96
789509306.3,-64.81
790862944.2,-53.38
792216582.1,-50.00
793570220.0,-50.55
794923857.9,-49.95
796277495.8,-48.75
797631133.7,-49.03
798984771.6,-49.12
800338409.5,-51.16
801692047.4,-51.39
803045685.3,-52.18
804399323.2,-53.34
805752961.1,-54.26
807106599.0,-54.69
808460236.9,-54.54
809813874.8,-54.57
811167512.7,-48.84
812521150.6,-44.58
813874788.5,-45.77
815228426.4,-45.48
816582064.3,-45.30
817935702.2,-47.28
819289340.1,-48.24
820642978.0,-53.89
