Frequency in Hz,Power in dBm
600000000.0,-75.87
601353637.9,-76.66
602707275.8,-75.56
604060913.7,-75.87
605414551.6,-75.13
606768189.5,-73.55
608121827.4,-74.62
609475465.3,-73.22
610829103.2,-73.55
612182741.1,-74.68
613536379.0,-74.74
614890016.9,-75.50
616243654.8,-74.67
617597292.7,-75.79
618950930.6,-74.05
620304568.5,-75.07
621658206.4,-74.40
623011844.3,-74.89
624365482.2,-73.90
625719120.1,-74.79
627072758.0,-74.88
628426395.9,-74.33
629780033.8,-74.88
631133671.7,-74.90
632487309.6,-74.69
633840947.5,-75.42
635194585.4,-75.95
636548223.4,-74.50
637901861.3,-75.54
639255499.2,-75.29
640609137.1,-75.85
641962775.0,-76.11
643316412.9,-74.26
644670050.8,-75.63
646023688.7,-66.87
647377326.6,-62.53
648730964.5,-63.07
650084602.4,-64.10
651438240.3,-65.31
652791878.2,-67.23
654145516.1,-71.65
655499154.0,-75.27
656852791.9,-75.45
658206429.8,-75.44
659560067.7,-75.53
660913705.6,-75.98
662267343.5,-76.30
663620981.4,-75.11
664974619.3,-75.51
666328257.2,-75.96
667681895.1,-76.94
669035533.0,-75.58
670389170.9,-76.02
671742808.8,-76.22
673096446.7,-76.07
674450084.6,-75.91
675803722.5,-75.21
677157360.4,-75.33
678510998.3,-75.52
679864636.2,-75.18
681218274.1,-75.83
682571912.0,-75.76
683925549.9,-75.90
685279187.8,-74.52
686632825.7,-75.03
687986463.6,-75.84
689340101.5,-76.08
690693739.4,-74.61
692047377.3,-75.32
693401015.2,-75.46
694754653.1,-75.72
696108291.0,-75.71
697461928.9,-75.15
698815566.8,-75.23
700169204.7,-73.97
701522842.6,-74.73
702876480.5,-75.39
704230118.4,-75.66
705583756.3,-76.08
706937394.2,-75.25
708291032.1,-75.35
709644670.1,-75.82
710998308.0,-75.06
712351945.9,-74.82
713705583.8,-74.46
715059221.7,-74.49
716412859.6,-75.70
717766497.5,-76.05
719120135.4,-75.27
720473773.3,-75.93
721827411.2,-74.27
723181049.1,-74.60
724534687.0,-74.34
725888324.9,-75.00
727241962.8,-75.30
728595600.7,-74.94
729949238.6,-75.44
731302876.5,-74.84
732656514.4,-75.68
734010152.3,-74.57
735363790.2,-74.54
736717428.1,-73.94
738071066.0,-74.50
739424703.9,-76.10
740778341.8,-74.88
742131979.7,-73.69
743485617.6,-75.58
744839255.5,-75.31
746192893.4,-74.93
747546531.3,-75.67
748900169.2,-75.13
750253807.1,-75.01
751607445.0,-74.73
752961082.9,-75.57
754314720.8,-74.69
755668358.7,-74.46
757021996.6,-74.14
758375634.5,-74.72
759729272.4,-74.77
761082910.3,-75.05
762436548.2,-75.86
763790186.1,-75.15
765143824.0,-75.33
766497461.9,-73.46
767851099.8,-70.35
769204737.7,-69.01
770558375.6,-69.96
771912013.5,-68.01
773265651.4,-67.70
774619289.3,-64.81
775972927.2,-63.22
777326565.1,-49.25
778680203.0,-44.77
780033840.9,-46.56
781387478.8,-43.66
782741116.8,-47.24
784094754.7,-46.97
785448392.6,-45.96
786802030.5,-47.58
788155668.4,-56.40
789509306.3,-66.36
790862944.2,-53.51
792216582.1,-49.99
793570220.0,-48.59
794923857.9,-48.31
796277495.8,-48.14
797631133.7,-48.05
798984771.6,-47.22
800338409.5,-50.12
801692047.4,-50.41
803045685.3,-49.63
804399323.2,-53.45
805752961.1,-53.64
807106599.0,-53.27
808460236.9,-52.84
809813874.8,-56.67
811167512.7,-49.07
812521150.6,-47.58
813874788.5,-48.05
815228426.4,-50.00
816582064.3,-51.09
817935702.2,-49.95
819289340.1,-52.48
820642978.0,-56.42
821996615.9,-67.01
823350253.8,-71.48
824703891.7,-75.18
826057529.6,-75.40
827411167.5,-75.45
828764805.4,-73.90
830118443.3,-75.82
831472081.2,-74.84
832825719.1,-75.87
834179357.0,-74.57
835532994.9,-74.89
836886632.8,-74.26
838240270.7,-75.53
839593908.6,-74.97
840947546.5,-75.25
842301184.4,-75.29
843654822.3,-74.05
845008460.2,-75.30
846362098.1,-74.06
847715736.0,-75.77
849069373.9,-75.32
850423011.8,-75.51
851776649.7,-74.55
853130287.6,-74.55
854483925.5,-73.90
855837563.5,-74.67
857191201.4,-75.90
858544839.3,-73.46
859898477.2,-75.45
861252115.1,-73.69
862605753.0,-74.50
863959390.9,-74.23
865313028.8,-71.90
866666666.7,-71.74
868020304.6,-73.33
869373942.5,-74.87
870727580.4,-74.55
872081218.3,-75.99
873434856.2,-74.74
874788494.1,-74.18
876142132.0,-75.09
877495769.9,-75.16
878849407.8,-75.66
880203045.7,-74.93
881556683.6,-75.03
882910321.5,-75.08
884263959.4,-75.04
885617597.3,-75.67
886971235.2,-76.06
888324873.1,-74.92
889678511.0,-74.90
891032148.9,-73.87
892385786.8,-74.77
893739424.7,-74.69
895093062.6,-76.09
896446700.5,-74.61
897800338.4,-74.19
899153976.3,-73.36
900507614.2,-75.86
901861252.1,-74.51
903214890.0,-53.11
904568527.9,-22.88
905922165.8,-14.56
907275803.7,-15.39
908629441.6,-26.98
909983079.5,-35.25
911336717.4,-65.51
912690355.3,-75.18
914043993.2,-75.71
915397631.1,-74.83
916751269.0,-75.32
918104906.9,-74.46
919458544.8,-75.52
920812182.7,-75.42
922165820.6,-72.17
923519458.5,-71.02
924873096.4,-56.03
926226734.3,-51.00
927580372.3,-51.42
928934010.2,-51.44
930287648.1,-50.10
931641286.0,-47.38
932994923.9,-48.66
934348561.8,-48.16
935702199.7,-47.61
937055837.6,-45.84
938409475.5,-47.13
939763113.4,-50.49
941116751.3,-52.85
942470389.2,-55.26
943824027.1,-54.72
945177665.0,-57.73
946531302.9,-54.30
947884940.8,-49.86
949238578.7,-51.24
950592216.6,-57.98
951945854.5,-59.19
953299492.4,-62.67
954653130.3,-67.90
956006768.2,-66.00
957360406.1,-65.08
958714044.0,-63.90
960067681.9,-63.93
961421319.8,-72.35
962774957.7,-74.96
964128595.6,-76.07
965482233.5,-76.32
966835871.4,-76.61
968189509.3,-75.83
969543147.2,-76.78
970896785.1,-76.32
972250423.0,-75.95
973604060.9,-75.24
974957698.8,-76.49
976311336.7,-76.85
977664974.6,-77.23
979018612.5,-75.39
980372250.4,-75.30
981725888.3,-76.35
983079526.2,-75.91
984433164.1,-77.28
985786802.0,-76.09
987140439.9,-76.04
988494077.8,-76.40
989847715.7,-76.21
991201353.6,-76.19
992554991.5,-76.43
993908629.4,-76.07
995262267.3,-76.77
996615905.2,-74.93
997969543.1,-76.93
999323181.0,-75.25
1000676819.0,-78.06
1002030456.9,-77.85
1003384094.8,-78.15
1004737732.7,-77.15
1006091370.6,-77.60
1007445008.5,-78.52
1008798646.4,-78.14
1010152284.3,-77.76
1011505922.2,-76.60
1012859560.1,-76.60
1014213198.0,-77.68
1015566835.9,-76.52
1016920473.8,-77.70
1018274111.7,-76.99
1019627749.6,-77.79
1020981387.5,-77.00
1022335025.4,-77.09
1023688663.3,-78.16
1025042301.2,-77.87
1026395939.1,-78.04
1027749577.0,-77.95
1029103214.9,-77.29
1030456852.8,-77.21
1031810490.7,-77.73
1033164128.6,-76.52
1034517766.5,-78.24
1035871404.4,-77.21
1037225042.3,-77.40
1038578680.2,-77.53
1039932318.1,-77.14
1041285956.0,-77.50
1042639593.9,-77.17
1043993231.8,-78.17
1045346869.7,-77.83
1046700507.6,-77.23
1048054145.5,-78.55
1049407783.4,-76.95
