Frequency in Hz,Power in dBm
600000000.0,-77.03
601353637.9,-75.18
602707275.8,-76.36
604060913.7,-75.70
605414551.6,-77.14
606768189.5,-74.72
608121827.4,-73.34
609475465.3,-73.72
610829103.2,-74.38
612182741.1,-74.11
613536379.0,-73.84
614890016.9,-74.40
616243654.8,-73.95
617597292.7,-74.35
618950930.6,-75.64
620304568.5,-75.42
621658206.4,-75.63
623011844.3,-73.99
624365482.2,-72.07
625719120.1,-74.34
627072758.0,-75.80
628426395.9,-74.67
629780033.8,-75.40
631133671.7,-75.22
632487309.6,-76.48
633840947.5,-76.43
635194585.4,-75.94
636548223.4,-74.83
637901861.3,-75.68
639255499.2,-75.39
640609137.1,-75.44
641962775.0,-75.62
643316412.9,-75.77
644670050.8,-72.80
646023688.7,-65.33
647377326.6,-62.36
648730964.5,-60.95
650084602.4,-59.43
651438240.3,-59.44
652791878.2,-63.17
654145516.1,-70.25
655499154.0,-75.27
656852791.9,-75.75
658206429.8,-75.65
659560067.7,-75.76
660913705.6,-75.58
662267343.5,-75.47
663620981.4,-76.03
664974619.3,-75.32
666328257.2,-76.02
667681895.1,-76.34
669035533.0,-75.74
670389170.9,-75.43
671742808.8,-75.15
673096446.7,-75.48
674450084.6,-74.81
675803722.5,-75.82
677157360.4,-75.22
678510998.3,-75.58
679864636.2,-75.80
681218274.1,-75.77
682571912.0,-76.08
683925549.9,-75.48
685279187.8,-75.88
686632825.7,-76.41
687986463.6,-75.48
689340101.5,-74.94
690693739.4,-75.05
692047377.3,-75.48
693401015.2,-75.44
694754653.1,-76.09
696108291.0,-74.13
697461928.9,-75.50
698815566.8,-75.35
700169204.7,-76.17
701522842.6,-74.90
702876480.5,-74.24
704230118.4,-74.84
705583756.3,-74.78
706937394.2,-74.87
708291032.1,-74.25
709644670.1,-74.89
710998308.0,-75.01
712351945.9,-75.47
713705583.8,-74.83
715059221.7,-74.52
716412859.6,-74.80
717766497.5,-75.16
719120135.4,-72.27
720473773.3,-76.30
721827411.2,-75.38
723181049.1,-74.98
724534687.0,-74.98
725888324.9,-74.84
727241962.8,-74.85
728595600.7,-75.76
729949238.6,-75.10
731302876.5,-74.72
732656514.4,-76.22
734010152.3,-75.43
735363790.2,-73.94
736717428.1,-74.21
738071066.0,-74.41
739424703.9,-75.61
740778341.8,-74.15
742131979.7,-73.25
743485617.6,-75.66
744839255.5,-74.85
746192893.4,-75.13
747546531.3,-75.38
748900169.2,-75.69
750253807.1,-74.63
751607445.0,-75.33
752961082.9,-74.27
754314720.8,-74.30
755668358.7,-74.54
757021996.6,-74.16
758375634.5,-74.67
759729272.4,-74.62
761082910.3,-74.88
762436548.2,-73.77
763790186.1,-73.91
765143824.0,-74.81
766497461.9,-75.25
767851099.8,-69.53
769204737.7,-67.30
770558375.6,-70.91
771912013.5,-67.81
773265651.4,-67.10
774619289.3,-67.47
775972927.2,-66.88
777326565.1,-55.60
778680203.0,-48.34
780033840.9,-50.62
781387478.8,-48.64
782741116.8,-50.53
784094754.7,-45.17
785448392.6,-47.78
786802030.5,-47.91
788155668.4,-56.10
789509306.3,-66.46
790862944.2,-57.14
792216582.1,-51.06
793570220.0,-52.17
794923857.9,-47.91
796277495.8,-49.14
797631133.7,-49.89
798984771.6,-50.01
800338409.5,-50.06
801692047.4,-51.96
803045685.3,-54.13
804399323.2,-54.20
805752961.1,-53.00
807106599.0,-52.87
808460236.9,-54.33
809813874.8,-55.08
811167512.7,-48.33
812521150.6,-46.30
813874788.5,-46.85
815228426.4,-48.96
816582064.3,-48.56
817935702.2,-49.75
819289340.1,-50.03
820642978.0,-54.53
821996615.9,-65.99
823350253.8,-74.07
824703891.7,-75.01
826057529.6,-75.38
827411167.5,-74.30
828764805.4,-73.63
830118443.3,-74.58
831472081.2,-75.21
832825719.1,-75.20
834179357.0,-75.08
835532994.9,-72.84
836886632.8,-75.44
838240270.7,-73.31
839593908.6,-74.36
840947546.5,-74.64
842301184.4,-74.68
843654822.3,-73.87
845008460.2,-74.68
846362098.1,-75.68
847715736.0,-73.87
849069373.9,-75.42
850423011.8,-74.93
851776649.7,-75.06
853130287.6,-75.25
854483925.5,-74.86
855837563.5,-75.57
