Frequency in Hz,Power in dBm
600000000.0,-76.49
601353637.9,-76.27
602707275.8,-76.41
604060913.7,-76.09
605414551.6,-75.53
606768189.5,-75.46
608121827.4,-75.14
609475465.3,-73.61
610829103.2,-75.20
612182741.1,-75.24
613536379.0,-74.56
614890016.9,-75.76
616243654.8,-76.04
617597292.7,-74.64
618950930.6,-75.52
620304568.5,-75.06
621658206.4,-75.70
623011844.3,-73.39
624365482.2,-72.50
625719120.1,-73.49
627072758.0,-75.00
628426395.9,-76.13
629780033.8,-75.99
631133671.7,-76.04
632487309.6,-75.48
633840947.5,-74.99
635194585.4,-75.31
636548223.4,-75.78
637901861.3,-75.82
639255499.2,-76.05
640609137.1,-75.51
641962775.0,-76.80
643316412.9,-75.72
644670050.8,-74.36
646023688.7,-68.20
647377326.6,-65.31
648730964.5,-65.82
650084602.4,-63.92
651438240.3,-62.73
652791878.2,-67.33
654145516.1,-72.22
655499154.0,-75.15
656852791.9,-75.63
658206429.8,-75.71
659560067.7,-76.72
660913705.6,-75.38
662267343.5,-75.38
663620981.4,-75.14
664974619.3,-74.94
666328257.2,-76.55
667681895.1,-75.78
669035533.0,-75.11
670389170.9,-75.01
671742808.8,-76.45
673096446.7,-75.31
674450084.6,-76.15
675803722.5,-75.13
677157360.4,-75.63
678510998.3,-75.28
679864636.2,-75.67
681218274.1,-75.90
682571912.0,-74.22
683925549.9,-75.59
685279187.8,-75.83
686632825.7,-75.08
687986463.6,-74.54
689340101.5,-76.36
690693739.4,-75.68
692047377.3,-75.47
693401015.2,-76.79
694754653.1,-75.12
696108291.0,-74.91
697461928.9,-74.78
698815566.8,-75.97
700169204.7,-74.81
701522842.6,-75.96
702876480.5,-75.48
704230118.4,-74.08
705583756.3,-75.96
706937394.2,-75.21
708291032.1,-75.53
709644670.1,-75.55
710998308.0,-75.05
712351945.9,-75.11
713705583.8,-75.58
715059221.7,-75.36
716412859.6,-74.99
717766497.5,-75.70
719120135.4,-75.26
720473773.3,-74.81
721827411.2,-75.38
723181049.1,-74.27
724534687.0,-74.60
725888324.9,-75.39
727241962.8,-74.51
728595600.7,-75.56
729949238.6,-76.28
731302876.5,-76.18
732656514.4,-75.24
734010152.3,-75.08
735363790.2,-73.36
736717428.1,-75.48
738071066.0,-73.70
739424703.9,-75.34
740778341.8,-74.60
742131979.7,-73.34
743485617.6,-74.67
744839255.5,-74.31
746192893.4,-75.68
747546531.3,-75.09
748900169.2,-75.45
750253807.1,-76.05
751607445.0,-74.43
752961082.9,-75.66
754314720.8,-74.85
