Frequency in Hz,Power in dBm
600000000.0,-75.79
601353637.9,-76.65
602707275.8,-76.01
604060913.7,-76.37
605414551.6,-76.36
606768189.5,-75.34
608121827.4,-74.17
609475465.3,-75.89
610829103.2,-75.07
612182741.1,-75.84
613536379.0,-75.23
614890016.9,-73.95
616243654.8,-75.75
617597292.7,-75.73
618950930.6,-76.04
620304568.5,-74.65
621658206.4,-75.97
623011844.3,-73.98
624365482.2,-72.41
625719120.1,-74.29
627072758.0,-74.28
628426395.9,-74.91
629780033.8,-74.59
631133671.7,-74.93
632487309.6,-75.04
633840947.5,-75.48
635194585.4,-76.47
636548223.4,-75.03
637901861.3,-75.67
639255499.2,-75.58
640609137.1,-75.71
641962775.0,-74.85
643316412.9,-75.53
644670050.8,-74.75
646023688.7,-68.81
647377326.6,-63.10
648730964.5,-62.00
650084602.4,-64.44
651438240.3,-64.45
652791878.2,-67.27
654145516.1,-72.01
655499154.0,-75.78
656852791.9,-76.02
658206429.8,-75.59
659560067.7,-75.01
660913705.6,-75.50
662267343.5,-76.72
663620981.4,-75.78
664974619.3,-75.54
666328257.2,-74.44
667681895.1,-76.17
669035533.0,-74.54
670389170.9,-75.89
671742808.8,-76.21
673096446.7,-74.87
674450084.6,-75.88
675803722.5,-75.62
677157360.4,-74.86
678510998.3,-75.66
679864636.2,-74.94
681218274.1,-76.52
682571912.0,-76.43
683925549.9,-75.61
685279187.8,-72.44
686632825.7,-74.94
687986463.6,-75.97
689340101.5,-76.38
690693739.4,-73.99
692047377.3,-75.29
693401015.2,-73.63
694754653.1,-74.76
696108291.0,-75.14
697461928.9,-75.67
698815566.8,-76.03
700169204.7,-74.97
701522842.6,-74.92
702876480.5,-75.41
704230118.4,-75.69
705583756.3,-74.36
706937394.2,-74.44
708291032.1,-75.57
709644670.1,-75.12
710998308.0,-75.79
712351945.9,-76.32
713705583.8,-74.34
715059221.7,-75.43
716412859.6,-74.48
717766497.5,-75.58
719120135.4,-74.71
720473773.3,-74.40
721827411.2,-76.32
723181049.1,-74.80
724534687.0,-75.25
725888324.9,-75.64
727241962.8,-75.30
728595600.7,-75.36
729949238.6,-75.19
731302876.5,-74.58
732656514.4,-75.04
734010152.3,-75.81
735363790.2,-74.32
736717428.1,-73.84
738071066.0,-76.40
739424703.9,-74.91
740778341.8,-74.43
742131979.7,-73.96
743485617.6,-75.53
744839255.5,-73.99
746192893.4,-73.51
747546531.3,-75.28
748900169.2,-74.48
750253807.1,-75.43
751607445.0,-75.43
752961082.9,-75.30
754314720.8,-75.52
755668358.7,-75.04
757021996.6,-74.93
758375634.5,-74.38
759729272.4,-74.51
761082910.3,-74.78
762436548.2,-76.24
763790186.1,-75.27
765143824.0,-75.10
766497461.9,-74.75
767851099.8,-69.41
769204737.7,-67.28
770558375.6,-68.24
771912013.5,-65.67
773265651.4,-69.61
774619289.3,-67.30
775972927.2,-67.64
777326565.1,-50.84
778680203.0,-47.16
780033840.9,-46.42
781387478.8,-45.82
782741116.8,-48.55
784094754.7,-46.69
785448392.6,-45.41
786802030.5,-46.24
788155668.4,-52.88
789509306.3,-62.91
790862944.2,-50.25
792216582.1,-50.70
793570220.0,-49.17
794923857.9,-49.80
796277495.8,-50.24
797631133.7,-49.00
798984771.6,-47.81
800338409.5,-49.33
801692047.4,-50.68
803045685.3,-50.46
804399323.2,-50.69
805752961.1,-52.74
807106599.0,-51.97
808460236.9,-53.27
809813874.8,-52.29
811167512.7,-48.06
812521150.6,-45.88
813874788.5,-45.87
815228426.4,-48.05
816582064.3,-48.97
817935702.2,-47.80
819289340.1,-48.40
820642978.0,-55.19
821996615.9,-63.16
823350253.8,-73.15
824703891.7,-74.20
826057529.6,-75.48
827411167.5,-75.25
828764805.4,-74.55
830118443.3,-75.30
831472081.2,-74.82
832825719.1,-75.06
834179357.0,-75.70
835532994.9,-75.00
836886632.8,-75.35
838240270.7,-74.92
839593908.6,-74.56
840947546.5,-74.96
842301184.4,-74.52
843654822.3,-74.75
845008460.2,-74.47
846362098.1,-73.83
847715736.0,-74.78
849069373.9,-75.23
850423011.8,-75.12
851776649.7,-74.61
853130287.6,-74.03
854483925.5,-72.97
855837563.5,-74.85
857191201.4,-74.26
858544839.3,-75.25
859898477.2,-73.93
861252115.1,-75.26
862605753.0,-74.68
863959390.9,-75.44
865313028.8,-72.26
866666666.7,-70.86
868020304.6,-72.15
869373942.5,-75.48
870727580.4,-75.66
872081218.3,-74.92
873434856.2,-71.99
874788494.1,-69.27
876142132.0,-75.44
877495769.9,-74.90
